shrinkage,interaction.depth,n.minobsinnode,n.trees,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.1,6,20,150,0.9355223375639874,0.9060639102343693,0.8456058673469388,7.295332728731147e-4,0.0036585121546235605,0.0017839196977368892
0.15,6,1,150,0.9368037917539301,0.907177601643513,0.848922193877551,9.791387692206362e-4,0.002267242813774861,0.0024733471614956657
0.15,6,20,150,0.9378837081141341,0.9081037702914637,0.8490816326530612,7.900135184339685e-4,0.00287528676398972,0.0022029569701844626
0.15,6,10,100,0.9342773122162236,0.904399072292449,0.8452997448979592,4.559828723078447e-4,0.0030415853209374106,0.0026915040987461067
0.15,6,20,100,0.9343676492667622,0.9047229527169107,0.8447959183673469,8.907347220881862e-4,0.0030226462335683157,0.001972715809100123
0.15,6,50,100,0.9340899988370807,0.9048422717056815,0.8425063775510204,6.88952866639516e-4,0.002853173862677036,0.0029765985355584687
0.17,6,10,100,0.9349193917914885,0.9051604585276501,0.846218112244898,1.229576833453687e-4,0.002525775117438534,0.002701214727345417
0.17,6,20,100,0.935195302395853,0.9065582490783075,0.8444579081632653,7.046452442922948e-4,0.00397821165392854,0.0033643017306632587
0.17,6,50,100,0.9348150334188535,0.9056036673037674,0.843922193877551,4.544451212186022e-4,0.0030760756819173543,0.002438589880380881
0.2,6,10,100,0.9348974072311661,0.906512779842883,0.8454017857142857,9.633089944651794e-4,0.003676680570683628,0.003817311918341741
0.2,6,20,100,0.9356612289072181,0.9069332660277521,0.8456186224489796,3.2087485928860806e-4,0.001894963905454964,0.0012112310983606691
0.2,6,50,100,0.9356761247849807,0.907490123758788,0.8444260204081633,8.819251601872988e-4,0.0025175372501504566,0.00159477036225592
0.15,8,10,100,0.9367053599791475,0.9077855904109442,0.8482716836734694,7.90669171775742e-4,0.0033492137537244884,0.002070298839913535
0.15,8,20,100,0.9371437357475304,0.9079446743783292,0.8477168367346939,4.529860830203269e-4,0.003288534414790398,0.0021212668487919995
0.15,8,50,100,0.9367097561158321,0.9093424725161519,0.8441709183673469,5.904703608865067e-4,0.0024150427179084662,0.003166648356557427
0.17,8,10,100,0.9366941124552772,0.909802729975368,0.8471428571428571,0.0010616084287720826,0.0024587813446112815,0.0035007323888257657
0.17,8,20,100,0.9370077505967727,0.9087060875721813,0.8476020408163265,0.0011100744156650833,0.002248475925885532,0.0021437727711551015
0.17,8,50,100,0.9374124776730267,0.9100925135179191,0.8457270408163265,0.0010604907387114137,0.003200417493101448,0.0018592229376972432
0.2,8,10,100,0.9371169688347015,0.9081947058565898,0.8494260204081633,4.3970344465340427e-4,0.003204227127942692,0.0031217444516633565
0.2,8,20,100,0.9377067241201889,0.9094845425076832,0.8482206632653061,0.0010017070140736653,0.004396652638061863,0.002442839314153748
0.2,8,50,100,0.9375413007046262,0.9084674152102525,0.8456696428571429,5.720217525594009e-4,0.00419633891996155,0.0023204121457255666
0.15,10,10,100,0.9382657166530526,0.9104788857093985,0.8486543367346939,6.483137591989333e-4,0.00282966919775359,0.0023457990314273555
0.15,10,20,100,0.9380091271668134,0.9104561594052822,0.849515306122449,6.384783055924056e-4,0.003231650386218349,0.0012422726190945562
0.15,10,50,100,0.9383605572009723,0.91039932863209,0.8466964285714286,7.340803663286335e-4,0.0027340514377239963,0.001859715092191661
0.17,10,10,100,0.9383914406644128,0.9109732277819177,0.8492793367346939,4.36734305787209e-4,0.002699437220778607,0.003275106863716504
0.17,10,20,100,0.9392183006097005,0.9121835170414454,0.8487372448979592,8.96602881779617e-4,0.004173336066724732,0.0025326788012698916
0.17,10,50,100,0.9381542064450644,0.9116721369401445,0.8461288265306123,0.0010024277525909344,0.002919694117485547,0.0019471907192695405
0.2,10,10,100,0.9376931644407872,0.9099049828467028,0.8486798469387755,4.438973730147847e-4,0.0023239937940625166,0.001584567974435955
0.2,10,20,100,0.9384553958362385,0.910035696466196,0.8489158163265306,4.3983362102670694e-4,0.002565096550784772,0.002125146035541119
0.2,10,50,100,0.937994779511219,0.9109391267028518,0.845204081632653,5.264037119481966e-4,0.0033324904385472883,0.0033871340983258422
0.15,6,10,150,0.9374413789840825,0.907677633282799,0.8495854591836735,4.930477446558149e-4,0.002896059166215537,0.002938002850258273
0.15,6,20,150,0.9373345434954566,0.9092231520745196,0.8481696428571428,7.311552574030486e-4,0.003018377019934636,0.0019973294478400636
0.15,6,50,150,0.9368508852850888,0.9088140458303297,0.8459119897959183,8.965774734114655e-4,0.002912305909826806,0.0021619568732066745
0.17,6,10,150,0.9373242746048833,0.9083935673940549,0.8495854591836735,3.6816532468538394e-4,0.0035012777562576608,0.002596258644047831
0.17,6,20,150,0.9375442183775253,0.9084106149471504,0.8485395408163265,7.139676474593548e-4,0.0026389335698766493,0.0025708136779495753
0.17,6,50,150,0.9374326478892644,0.9085412977336955,0.8466007653061225,4.26824338989883e-4,0.0029759457962132215,0.002370721096971825
0.2,6,10,150,0.9371999689729567,0.9095242924733961,0.8487691326530612,7.005065426892357e-4,0.00346371088642464,0.0033745020033042108
0.2,6,20,150,0.938111557667761,0.9095186158209528,0.8493367346938776,4.52695752476514e-4,0.0021715737203017163,0.0013859989920471832
0.2,6,50,150,0.9378396097514329,0.9089845052183804,0.8475573979591837,6.966700959038795e-4,0.0031077662535487554,0.002680146372502851
0.15,8,10,150,0.9391814313105645,0.9103425181989578,0.8513584183673469,8.148778687990314e-4,0.003810788841360376,0.002532277285873554
0.15,8,20,150,0.9394644363158862,0.9108311742561492,0.8512755102040817,5.7733666893349e-4,0.002994839620367336,0.0018660467987689125
0.15,8,50,150,0.9390228281021001,0.9129108238290731,0.8470982142857143,4.2262896023304106e-4,0.0025296878357091426,0.001587517083915103
0.17,8,10,150,0.9389648520729755,0.9130812772442491,0.8492793367346939,0.0011577537174440372,0.002525770022212453,0.0024402572069557836
0.17,8,20,150,0.9388681067460407,0.9113539426924396,0.8491836734693877,9.540221996189612e-4,0.0032155352223191018,0.0037453250960669685
0.17,8,50,150,0.9393512552918977,0.9117459954106594,0.8492091836734694,8.463062421572053e-4,0.0029071216765596693,0.0020036576462691157
0.2,8,10,150,0.9391924924222067,0.9107232218094465,0.8520408163265306,5.136846413074187e-4,0.002397514943106619,0.0017952268043917622
0.2,8,20,150,0.9389261750886336,0.9105811831351504,0.8500573979591837,7.1160392286417e-4,0.004061090267463954,0.0026940341165560926
0.2,8,50,150,0.9390073557851258,0.9105811615036581,0.8484948979591836,4.449317466939625e-4,0.004381652923717641,0.0023068978189585763
0.15,10,10,150,0.9400954583141771,0.9132347141007067,0.8508354591836734,9.08865409759086e-4,0.0042106877161239035,0.0026028496079452093
0.15,10,20,150,0.940197758886874,0.9135017571333853,0.8510969387755102,7.89021233390992e-4,0.0031590047615049697,8.873165370791806e-4
0.15,10,50,150,0.9404010886510125,0.912836933879894,0.8493303571428571,6.546064152818105e-4,0.0028598288432644683,0.0022233564314036542
0.17,10,10,150,0.9399428490691986,0.9122630499043968,0.8518813775510204,6.77043292061862e-4,0.0030612074349841223,0.0031147335002688304
0.17,10,20,150,0.9409013126737361,0.9133199257146788,0.8510522959183674,0.0010342337063949352,0.0038328591264452606,0.0022494997549434444
0.17,10,50,150,0.9400925130256892,0.9135415406763401,0.8475573979591837,0.0011595353231472073,0.0031705375994133694,0.0025510801970034407
0.2,10,10,150,0.939148524366592,0.9113198227261753,0.8506058673469388,4.94907418122252e-4,0.001823939425685242,0.001589117565301395
0.2,10,20,150,0.9397662605130801,0.9112459700671061,0.8509438775510204,5.572724664764391e-4,0.002370429691917537,0.0028342994830671563
0.2,10,50,150,0.9392623046486038,0.9114221114347586,0.8474043367346938,9.316245100795122e-4,0.003524739594907902,0.0028109738906416724
0.16,10,20,150,0.9407256188887382,0.9127687559361194,0.8515051020408163,4.7892372190193864e-4,0.0019519789906111253,8.935401906246478e-4
0.16,10,30,150,0.9406174890245634,0.9119335099389709,0.8514732142857143,0.0010937989950378817,0.003734691068242955,0.0016925160113781326
0.17,10,20,150,0.9404943978347835,0.9122459992841493,0.8507015306122448,8.669580257942135e-4,0.0034095678096954956,0.0023735502230715837
0.17,10,30,150,0.9401132536617525,0.9134449218401799,0.8494961734693878,7.416633029844814e-4,0.0043049752827690755,0.002435230925188891
0.18,10,20,150,0.9398522398807513,0.9122517072538276,0.850420918367347,6.200449331742048e-4,0.004212591971940474,0.0032788924341222245
0.18,10,30,150,0.9403670092972335,0.913121044321441,0.8500765306122449,0.001354593879668644,0.003646961423816841,0.002183275208651878
0.16,12,20,150,0.9413361394577581,0.9140585885514865,0.8516071428571429,0.0010903324556361634,0.0022755707757171587,0.0017557966670923189
0.16,12,30,150,0.9409798472655134,0.9147120525272169,0.8500573979591837,0.0013228451677621193,0.004213128738435471,0.0017579381303734034
0.17,12,20,150,0.9404845952854219,0.9128540032259109,0.8509821428571428,6.919480580800003e-4,0.0025025709734665547,0.002206646477189207
0.17,12,30,150,0.940575807564942,0.9135017519676558,0.8505038265306122,6.871584346457849e-4,0.003852326615339739,0.0017171193421310828
0.18,12,20,150,0.9404306933067126,0.9127119488929971,0.8514668367346939,6.795457554970472e-4,0.0022084185693512534,0.0022491607110436637
0.18,12,30,150,0.9403779058860557,0.9143711043710286,0.8505612244897959,4.865773546963778e-4,0.0014644327644779919,0.001723502927154599
0.16,14,20,150,0.9416333071771208,0.9153029782443639,0.8514349489795918,5.573821242124517e-4,0.0015726450792197513,0.002107850561530362
0.16,14,30,150,0.9410830580399197,0.9144904399869913,0.8511607142857143,7.78313452873455e-4,0.002053425477641971,0.004182623374933876
0.17,14,20,150,0.9410491445545047,0.9142063401997614,0.8506951530612245,7.576888159610944e-4,0.0024645848849553465,0.0012237172706581058
0.17,14,30,150,0.9410679845769062,0.9135244853746503,0.8506441326530613,5.240160279039484e-4,0.0025468120292175458,0.002219282376398118
0.18,14,20,150,0.9409366417180856,0.9138654098007685,0.8510586734693878,9.332137424086312e-4,0.002387486566799034,0.002285420123598164
0.18,14,30,150,0.9410188647909318,0.9153370486519108,0.8504017857142857,9.029244740888597e-4,0.001896098092622904,0.002089511914320543
0.15,16,20,150,0.9418372467457212,0.9163541330092148,0.8505229591836735,6.783784066573277e-4,0.003505871190331212,0.0030298066230631266
0.16,16,20,150,0.9421460751858397,0.9153825159501867,0.8526466836734694,8.93264253573788e-4,0.004229718586930397,0.002035578018941917
0.17,16,20,150,0.9415966187918989,0.9153541126707692,0.8507716836734693,9.632779223577326e-4,0.0037621184607062306,0.004351796604597482
0.15,18,20,150,0.942142375841453,0.9162518677078433,0.8534885204081633,6.949490948325259e-4,0.0017822132275529703,0.0012979530668255125
0.16,18,20,150,0.9417144891958076,0.9153825245059262,0.8527104591836735,0.0012491275033515636,0.003007164173399501,0.0013295702639916833
0.17,18,20,150,0.9413127085585941,0.9152177495189128,0.8514477040816326,3.692553544877983e-4,0.0023821622587089286,0.0021469957074322058
0.15,16,20,150,0.9418659738441169,0.9157177480652442,0.8522066326530612,6.083315403270455e-4,0.00238114004033255,0.00225879226561875
0.16,16,20,150,0.941454256223485,0.9152802438687953,0.8516772959183674,9.699933617662234e-4,0.00262725759950598,0.0020408910620882
0.15,18,20,150,0.9421766437693326,0.9161666396281084,0.8521364795918367,5.580370892177138e-4,0.00361237931259658,0.00224893465338079
0.16,18,20,150,0.9417814907194376,0.9152461563497694,0.8532844387755102,9.934610922412066e-4,0.00217454316995763,0.00170308675934015
0.15,20,20,150,0.9419197301875936,0.9161950511404072,0.8508737244897959,9.54076523620643e-4,0.00200884335340508,0.00214023618868499
0.16,20,20,150,0.9420404374765036,0.9150756830788204,0.8532079081632653,5.627354642936305e-4,0.00196481400515625,0.00131719975534899
0.15,16,20,200,0.9425648732615188,0.916501871904595,0.8535586734693877,5.319952766030048e-4,0.00277927235584305,0.00206392863669706
0.16,16,20,200,0.94211044906022,0.9152347881934108,0.8532461734693878,8.737106427172995e-4,0.00290936320253164,0.0029507288997689
0.15,18,20,200,0.9427376881404173,0.9171723753619684,0.8527040816326531,6.272161761624963e-4,0.00311331190457617,0.00225766657294467
0.16,18,20,200,0.9422899040082018,0.9159109545817584,0.8536288265306122,5.10234361881282e-4,0.00144828043440705,0.00131522977763265
0.15,20,20,200,0.9424367111984142,0.917450790586732,0.8517155612244898,0.00102921048803335,0.00267542704667495,0.00262870012147929
0.16,20,20,200,0.9426083719798506,0.9161382256943738,0.8533290816326531,6.823483352467977e-4,0.00240682666354891,0.00194012817005021
0.15,18,20,200,0.9427737657010676,0.9170644138752392,0.853125,6.086697279981233e-4,0.00278348129176299,0.00208102724477165
0.16,18,20,200,0.9425393819529594,0.9170814703069324,0.8532206632653061,0.00143018814940862,0.00268929128016601,0.00182513877822119
0.17,18,20,200,0.9426163174320548,0.9161268639951772,0.8521811224489796,5.629702508463521e-4,0.00190056424469182,0.00238653804916461
0.15,20,20,200,0.9428601611486538,0.9174905759054062,0.8524298469387755,3.9727578414378175e-4,0.00327850910933446,0.00225372222077089
0.16,20,20,200,0.9427299611420068,0.9167916830515132,0.8530867346938775,3.970291088907584e-4,0.00147692048268252,0.00237755238898094
0.17,20,20,200,0.9418830278189844,0.914916591201412,0.8530676020408163,9.79236795383248e-4,0.00259052826580223,0.00258835483291943
0.15,22,20,200,0.9429673443488094,0.916893960137205,0.8538456632653061,0.00101433854265687,0.0036030032913861,0.00252644814190062
0.16,22,20,200,0.9427678553197668,0.9170246330765784,0.8521045918367347,5.710821643722874e-4,0.00203298890498047,0.00244071552208273
0.17,22,20,200,0.9420903507789508,0.915740482602242,0.8525191326530612,6.598362462732453e-4,0.00215624760150755,0.00189282770447155
0.14,24,20,200,0.9438367381943594,0.9185303825311004,0.8548022959183673,7.052665874062351e-4,0.00203777446738127,0.00225193936416711
0.14,24,40,200,0.9432538658350236,0.9183258343325912,0.8522512755102041,7.30328331705572e-4,0.00193262936375469,0.00128555515343768
0.15,24,20,200,0.9430901554740098,0.91811559237016,0.8523214285714286,0.00103461725814804,0.00311245044403851,0.0023074487252005
0.15,24,40,200,0.9428454698176032,0.917428062506896,0.8523214285714286,7.450570903278901e-4,0.00237317086607061,0.00124124904343907
0.14,26,20,200,0.9436933592452018,0.920036148451385,0.852047193877551,8.156287729473253e-4,0.00228394135479641,0.0017978303883628
0.14,26,40,200,0.9437140976216214,0.9180360425571588,0.8529783163265308,5.266847901799069e-4,0.00287862749965854,0.00118255859100858
0.15,26,20,200,0.943384240846234,0.9185815237375256,0.8531823979591837,8.860805079207515e-4,0.00215329451457519,0.00230480317431316
0.15,26,40,200,0.9427848732713076,0.9178144437384024,0.8521428571428572,8.696317451329294e-4,0.00210953596588734,0.00141647690969301
0.13,16,20,200,0.9427959912707158,0.9161041428567904,0.8538137755102041,9.354701960725976e-4,0.00191493924732658,0.00166651277945155
0.14,16,20,200,0.9429040983502308,0.9172007904257063,0.8528890306122449,8.752167896753612e-4,0.00316139358137152,0.00145336118251195
0.13,18,20,200,0.9438679680109706,0.9187292548843116,0.8531823979591837,9.96730169742561e-4,0.0033861972784876,0.00239204927400742
0.14,18,20,200,0.9430386587967278,0.9171610130170555,0.8527869897959184,8.578459966521845e-4,0.00341994060629756,0.00220424900010566
0.13,20,20,200,0.943936305650484,0.9183997081388656,0.8532461734693878,7.127466947826616e-4,0.00231508110848996,0.00153482493190094
0.14,20,20,200,0.942930049432658,0.9184622039416096,0.8529974489795918,9.594091469992132e-4,0.00227217106491888,0.00181760204081631
0.13,22,20,200,0.9435950486862889,0.9185531178752432,0.8525127551020408,2.9082235203761243e-4,0.00171696501096156,0.00301574555872833
0.14,22,20,200,0.9433009100044228,0.9184735706451068,0.8527487244897959,6.855850027365938e-4,0.00209996082141464,0.00118980218104035
0.11,16,20,200,0.9433214621833004,0.916922350986586,0.8541581632653061,7.0398731725831e-4,0.00291573597306352,0.00171744500550634
0.12,16,20,200,0.9434149565794406,0.9174280780040848,0.8537181122448979,8.867763659564097e-4,0.00275289200340542,0.00143399202784845
0.11,18,20,200,0.943681204644098,0.9194168031504868,0.8534948979591837,6.276467064062502e-4,0.00286600442929406,0.00235630876194572
0.12,18,20,200,0.9438551977091416,0.9185985719363372,0.8541326530612245,0.0011062935392315,0.00341558737005367,0.00111072883065388
0.11,20,20,200,0.9443295525990844,0.919507705138371,0.8539859693877551,7.518549471963144e-4,0.00261287930233445,0.00144940282874535
0.12,20,20,200,0.9444434266220432,0.9187122202455396,0.8540242346938776,7.860683397522312e-4,0.00247363403381181,0.00198645614373565
0.11,22,20,200,0.9440521752575836,0.9193258800153972,0.8531313775510204,6.141858762205669e-4,0.0025558396140647,0.00228386237301402
0.12,22,20,200,0.9439029047790264,0.9201725093432348,0.8539349489795919,6.85485601073613e-4,0.00290933451780267,0.0010644493748537
0.11,14,20,250,0.9437863250846394,0.9183940161506631,0.854094387755102,8.471566392932687e-4,0.0022307811755617854,0.0022891099802127995
0.12,14,20,250,0.9434265117666851,0.9175417138832505,0.8531441326530612,2.637247950829088e-4,0.002435607215158386,0.001510315307628459
0.13,14,20,250,0.9433722101838304,0.9182860722596998,0.853405612244898,7.795277250255146e-4,0.0026586585331916314,0.001425600215099691
0.11,16,20,250,0.9442044026016935,0.9189849652750219,0.8544260204081633,0.0010183146081881205,0.0027626240325340826,0.002355963508915525
0.12,16,20,250,0.9439753560086169,0.9178428570264207,0.8552869897959183,7.624778558319078e-4,0.0033469886788997194,0.00169896211572489
0.13,16,20,250,0.9436573515280178,0.9182349357347169,0.853297193877551,8.41812806257751e-4,0.003645923012460831,0.0027741064068391437
0.11,18,20,250,0.944408580168798,0.9198713566757508,0.8548341836734694,5.815962403669536e-4,0.0022813728577591747,0.0018639477118390084
0.12,18,20,250,0.9442129071800576,0.9189338192257253,0.8551913265306123,0.001013468079660254,0.0029725895917312433,0.0017490949625433858
0.13,18,20,250,0.9437936269819871,0.9188144932955055,0.8540880102040816,9.931778248659046e-4,0.0035059578557712257,8.09346152010023e-4
