alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0,0.43,0.8947357713153891,0.8765114618231418,0.7676785714285714,0.0027230339882458932,0.006274854714199616,0.003368092715614049
0,0.44,0.8942451996238926,0.8759262079155664,0.7665816326530612,0.0027718063481103105,0.006199852904510174,0.0032958736945699614
0,0.45,0.8937407961902794,0.8754886887062161,0.7651785714285715,0.002822970294847338,0.0057590271413198784,0.003496038284098423
0,0.46,0.893221471659141,0.8751136714339134,0.7639285714285714,0.0028743235140713946,0.00560737666722882,0.0037556818029664527
0,0.47000000000000003,0.8927218561300533,0.8747045616382844,0.7625446428571429,0.0029160789641395914,0.005649759465857509,0.00366068095341436
0,0.48000000000000004,0.8922337409903633,0.8743693188689098,0.7616198979591836,0.0029615044700209855,0.005701411631357562,0.003681040463609652
0,0.49,0.8917326549302168,0.8737954316648315,0.7606186224489796,0.003008609524151569,0.005981036697359565,0.0037096164576067435
0,0.5,0.8912169683269091,0.8733579126169103,0.7593239795918367,0.003055220923417944,0.00609173562473395,0.0037516997527421037
0,0.51,0.8906976654252915,0.8729374391849359,0.7580165816326531,0.0031016196433377124,0.006032207743997183,0.00393401084060432
0,0.52,0.8902115420197884,0.8724999180384371,0.7568112244897959,0.0031367183609315417,0.006078288322397179,0.00414262318144663
0,0.53,0.8897207720894327,0.872113537129789,0.7556823979591837,0.0031790506485276887,0.006128638554668645,0.004576220611528808
0,0.54,0.8892171745566462,0.8717555674105819,0.7544642857142857,0.00322283870951131,0.0061069820170416575,0.004761216657949103
0,0.55,0.8887019289596073,0.8714260077508122,0.7532908163265306,0.003265310460151156,0.006251967580473395,0.004715691206054957
0,0.56,0.8881872617183175,0.8710225805805012,0.7519260204081633,0.003306227449644091,0.006269226917529819,0.004872549149520583
0,0.5700000000000001,0.8877059260127894,0.8706021082785301,0.7507015306122449,0.003336012226150854,0.006299344998874501,0.00513764086534226
0,0.5800000000000001,0.887219972620215,0.8701816369451334,0.7493176020408163,0.003374950435150708,0.006379621639226331,0.005011990305551122
0,0.59,0.8867233939470275,0.8697270693755422,0.7479272959183674,0.003411893945050819,0.0063781710261135195,0.004825598327842727
0,0.6,0.8862160570369744,0.8692213656038263,0.7466135204081632,0.0034504395028214043,0.006594414738825191,0.005006042413714354
0,0.61,0.88570251670212,0.8686247445084667,0.7453890306122449,0.003490309090397783,0.006411849770825596,0.004932284326308834
0,0.62,0.885211033771614,0.8681417676865834,0.7446045918367347,0.003515005401701072,0.006585616241018792,0.004866169640194363
0,0.63,0.8847365829375887,0.8677837986130923,0.7434885204081633,0.003549464660875082,0.0067771708905355055,0.0048575424425114245
0,0.64,0.8842533281448262,0.867357642071513,0.7422321428571429,0.003583244219204089,0.006591345040000606,0.004952292590462679
0,0.65,0.8837612418608198,0.8669939887584137,0.741045918367347,0.0036174798725447043,0.006645356738304994,0.005000453485135871
0,0.66,0.88325835438582,0.866562151528665,0.7399426020408163,0.003651618140010602,0.0067732772583905315,0.005082552064191202
0,0.67,0.8827524581835711,0.8661019032709045,0.7388329081632653,0.003686829882045848,0.006723897254258353,0.0050090375424035076
0,0.68,0.8822693608227828,0.8657950710452545,0.7378316326530612,0.0037054198616802733,0.006654889361332043,0.005047570762723018
0,0.6900000000000001,0.8818043609443159,0.8653916430677981,0.7366709183673469,0.003734915547418364,0.006711261156479022,0.005205767580921215
0,0.7000000000000001,0.8813314904209566,0.8649427582849539,0.7354783163265306,0.0037645928733833866,0.006645631464659001,0.0052973806091993775
0,0.7100000000000001,0.8808513649144082,0.8645166007748003,0.7344005102040816,0.003793910687954982,0.006584545348537783,0.00530317431222266
0,0.72,0.8803627824230641,0.8642211336383571,0.7331441326530612,0.0038226423892638627,0.006674828907860039,0.005322896413359294
0,0.73,0.8798658326555887,0.8638233905462253,0.7319897959183673,0.0038515612001791925,0.006783175512953673,0.005205591783313818
0,0.74,0.8793784122822879,0.863385871659733,0.7310586734693878,0.0038787152331215048,0.006765548002474161,0.005361222177417309
0,0.75,0.8789212309449405,0.8629426699864937,0.7298979591836735,0.003891977776536171,0.006911449450458056,0.005397637207205231
0,0.76,0.8784662442567797,0.8626301575569616,0.7288647959183674,0.003915997013095922,0.0069394029715950534,0.0054630714032128085
0,0.77,0.878005385975879,0.8623233250084535,0.7278762755102041,0.003940099168634388,0.00698582945845411,0.005534909685954635
0,0.78,0.8775377485229741,0.8618744410327546,0.7269961734693877,0.003964228620051758,0.007012217092081645,0.005553946247182885
0,0.79,0.8770632025344732,0.8614937417808501,0.7258992346938775,0.003988692681020066,0.006972218728613267,0.005464978879151602
0,0.8,0.8765817925614477,0.8611982744829778,0.7249489795918367,0.004011874653637231,0.007100228080787932,0.0056198312304393426
0,0.81,0.8761039288276787,0.8606982526908636,0.7238265306122449,0.004036355967787925,0.007159685681664556,0.005755117023518624
0,0.8200000000000001,0.8756575011245336,0.8604027857158494,0.7228698979591837,0.004040157766499508,0.00731491225538418,0.0058126488356083994
0,0.8300000000000001,0.8752219117542201,0.8599879942634767,0.7219451530612245,0.00406045538694796,0.007268629780726687,0.005976228120078016
0,0.8400000000000001,0.874779768081479,0.8596357065238713,0.7211288265306123,0.0040800615720270874,0.0072481186458649045,0.006025967375064472
0,0.85,0.8743320649904132,0.8593288746210794,0.7200382653061225,0.004100161989043309,0.0071774971280800385,0.0061157854628726555
0,0.86,0.8738796468225379,0.8588515810702301,0.7190051020408164,0.004120384840724745,0.007192295016093777,0.006318001639113345
0,0.87,0.8734204922469065,0.8584651993544369,0.717889030612245,0.004140530679956447,0.007172441831874831,0.006348907295601053
0,0.88,0.8729559681369765,0.8579708593804953,0.7169706632653061,0.004160494647913394,0.007227353763212894,0.006181019994076228
0,0.89,0.8725000533501432,0.8574765192451247,0.7159502551020408,0.00417970354833195,0.0071705229358627175,0.00626098836212946
0,0.9,0.872073022796184,0.8570674104180699,0.7149872448979592,0.004179800071178711,0.007178333225378634,0.0062270180859721105
0,0.91,0.8716554616816719,0.856482154896204,0.7140561224489795,0.00419659681091336,0.006899303479975904,0.005999069054791447
0,0.92,0.8712325698266702,0.8561696400452362,0.7133545918367347,0.004213591252080838,0.006822080905880182,0.006051595288041635
0,0.93,0.870805075768607,0.8558969008271997,0.7124043367346939,0.004229213365747855,0.0068807303356577,0.005961048869846328
0,0.9400000000000001,0.8703738715084375,0.85558438629909,0.7115880102040817,0.004246028665195333,0.006842682544064981,0.005667980074001091
0,0.9500000000000001,0.8699372502481156,0.8551866425612419,0.7107589285714286,0.004262140865251075,0.006908377118777635,0.005678062290375678
0,0.9600000000000001,0.869495180648601,0.8547548051700642,0.71,0.004278371013780249,0.006851025053955329,0.005563229911888446
0,0.97,0.8690539650797622,0.8542320541681109,0.7091326530612245,0.0042948735807451935,0.006793543488283706,0.005497406437758601
0,0.98,0.8686254082894306,0.853839990472716,0.7084630102040816,0.004302264391856874,0.006802907831513155,0.005407800379503138
0,0.99,0.8682233363427069,0.8535615689522196,0.707748724489796,0.004303342735961076,0.006742774340918738,0.005430382644612596
0,1,0.8678263917643962,0.8532547381794311,0.7070408163265306,0.004316508761656821,0.006712763029221624,0.005565870408882677
