mtry,splitrule,min.node.size,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,num.trees,max.depth
1,gini,3,0.8898056421424941,0.9109959912147148,0.6444897959183673,0.00439738003186792,0.00596422891809504,0.00568570387582922,150,30
1,gini,5,0.8876026690689653,0.9108027814696198,0.6425446428571429,0.00293615640276569,0.00525545755970116,0.00329351270348221,150,30
1,gini,7,0.8878592297991447,0.9128596992498396,0.6422895408163265,0.00396700044444983,0.0038616707788766,0.0067067613429949,150,30
5,gini,1,0.9352104063814186,0.9239170320496112,0.8229081632653061,0.00185917314348382,0.00370666501466144,0.00453314469249005,150,30
5,gini,3,0.93504851081079,0.9230533516172392,0.8218941326530612,0.00190286527313048,0.00390757281978169,0.00453981300541274,150,30
5,gini,5,0.9352133755204768,0.9238829161190732,0.822468112244898,0.00157734046377137,0.00283824655445528,0.0042936480371643,150,30
5,gini,7,0.9347959002487536,0.9248943591768952,0.817359693877551,0.00184172402854006,0.00605151836768666,0.00714711232128102,150,30
10,gini,1,0.9382710564192996,0.9129847205582722,0.8486288265306122,0.00100116034619301,0.00464088096989775,0.0019133981671556,150,30
10,gini,3,0.9384192292754588,0.912581283702218,0.8491390306122449,8.954402686419534e-4,0.00348718647213767,0.00129959718573436,150,30
10,gini,5,0.9382135151066642,0.9127346882728664,0.8480293367346938,7.655620096166381e-4,0.00323054528284816,0.00151044995283756,150,30
10,gini,7,0.9379912673144172,0.9118141966002168,0.8483673469387755,6.80050077729898e-4,0.00287951931376755,0.00117777672760832,150,30
30,gini,1,0.9383897913765588,0.9142233890442892,0.8502614795918367,7.573269250346104e-4,0.00230942099050038,0.00123837853072485,150,30
30,gini,3,0.938115835310748,0.913058562078737,0.8504209183673469,6.661243479434467e-4,0.00208095117676937,0.00100646161155358,150,30
30,gini,5,0.9383494361230796,0.9136494963516236,0.8502423469387755,6.621433197199589e-4,0.00161090717005329,0.0010140606945865,150,30
30,gini,7,0.93792583449219,0.913325622868611,0.8502295918367347,7.555146636299235e-4,0.00230932133451562,0.00125307111796433,150,30
50,gini,1,0.938214972387466,0.9154052635629372,0.8507780612244898,7.885763287795864e-4,0.00285276025012297,9.746913691244908e-4,150,30
50,gini,3,0.9378775723644868,0.9152518454322492,0.8497321428571428,7.110365565422115e-4,0.00268984451651737,5.693549520578117e-4,150,30
50,gini,5,0.9379867884555224,0.9150643401053932,0.8507653061224489,7.586592229810807e-4,0.00226203461768792,8.403497419071606e-4,150,30
50,gini,7,0.9377383015255952,0.9147859137420256,0.8495727040816327,8.13743158504317e-4,0.00234347846719545,0.00119261909296986,150,30
70,gini,1,0.937903252716524,0.9162064359239578,0.8496173469387756,7.886192483686588e-4,0.00297420164595569,0.00144095963363458,150,30
70,gini,3,0.9379857115213688,0.9159848354909108,0.8499489795918367,5.666360143740517e-4,0.00290920675211167,9.935479459113354e-4,150,30
70,gini,5,0.9376512551627834,0.9162177973002964,0.8493239795918367,8.747167932556019e-4,0.00306553838907134,0.00106464041027785,150,30
70,gini,7,0.9377655670734704,0.9153313987966896,0.8507015306122448,8.206117010356305e-4,0.00294257342680381,0.00103867968589937,150,30
90,gini,1,0.9375442788479712,0.9164109807324567,0.8504910714285714,0.00109883514215526,0.00290633802402564,9.53065201915635e-4,150,30
90,gini,3,0.9375285792792198,0.9154848141830838,0.8501275510204082,6.965423944078554e-4,0.00295785032995897,5.744223065896504e-4,150,30
90,gini,5,0.9374992954623662,0.9156439118719378,0.8504272959183673,5.008575447327106e-4,0.00319574201494491,8.075223773305946e-4,150,30
90,gini,7,0.9373956076439433,0.9158711873431374,0.8500127551020409,8.738234345331536e-4,0.00276602457464587,0.0016649866964778,150,30
110,gini,1,0.937458532715206,0.9165416880562172,0.8504591836734694,0.00109197321809804,0.00375377303335204,0.0013736925128448,150,30
110,gini,3,0.9374391481496228,0.9164734960681156,0.8500829081632654,8.780970321941075e-4,0.00338727072730522,0.00129088312523782,150,30
110,gini,5,0.9372081864390122,0.9158825574366446,0.8497448979591837,8.847314328822673e-4,0.00304340365522954,0.00164878504729525,150,30
110,gini,7,0.937206472148216,0.9157234674963848,0.8499744897959184,9.541483961611204e-4,0.00352503815049628,0.00187371428742309,150,30
130,gini,1,0.9373090114314138,0.916354171590757,0.8497321428571428,9.199623023746924e-4,0.00300322953390133,0.00183161777500921,150,30
130,gini,3,0.9370629372620684,0.915587092560208,0.8502359693877551,7.639477878947173e-4,0.003726047441137,0.0011498620142259,150,30
130,gini,5,0.936985029398972,0.9157916449558724,0.8502742346938775,7.386041645301402e-4,0.00301000774399056,0.00193763707681046,150,30
130,gini,7,0.936795814470862,0.9158939234944256,0.8497257653061224,7.679560534366677e-4,0.00315110146962102,0.00193593079768238,150,30
1,gini,1,0.8904639780749349,0.9131040112969596,0.6474489795918368,0.00501641990820388,0.00459032727776669,0.00830077526865124,150,50
1,gini,3,0.8881281010994825,0.9114732768555408,0.641077806122449,0.00606856014871081,0.00497268073182143,0.00844039422726087,150,50
1,gini,5,0.8893782322555953,0.911439202896555,0.6466007653061224,0.00288044541248943,0.00619801731371106,0.00564857177270295,150,50
1,gini,7,0.8882525946311884,0.911632381485844,0.6447831632653062,0.00653581264747755,0.00552772004788318,0.00875748879083764,150,50
5,gini,1,0.935362140042295,0.9230874107247528,0.8230102040816326,0.00151043596200774,0.00389990296880986,0.00450456726622959,150,50
5,gini,3,0.9352949979704214,0.9260875800589804,0.8181377551020408,0.00157568701933706,0.00498415844676227,0.0035185359928685102,150,50
5,gini,5,0.9349004685703216,0.925269373704904,0.8191071428571428,0.00182910899031562,0.00535526795498111,0.00573276745130293,150,50
5,gini,7,0.9347695021420972,0.9246329630937152,0.8185650510204081,0.00174111545003965,0.00356427943262682,0.00562285204720266,150,50
10,gini,1,0.9384491583557816,0.9150359284316651,0.8466900510204082,0.00121126516995884,0.00424505138538062,0.00131754709271599,150,50
10,gini,3,0.9386363776759762,0.9128596929541068,0.8485650510204081,0.00104315106400712,0.00320636616212466,0.00166870788706072,150,50
10,gini,5,0.9383213925974616,0.9131267598782844,0.84796556122449,8.018968404686435e-4,0.00323086755399738,0.0014436738719289,150,50
10,gini,7,0.9382894692977476,0.91303014346356,0.8478443877551021,8.628724688930798e-4,0.002908541473938,0.00196447723854253,150,50
30,gini,1,0.9384171797488852,0.9144449941587788,0.8507653061224489,8.647039899901339e-4,0.00280670650940609,0.00144360343678763,150,50
30,gini,3,0.9386034181165352,0.9135074478301556,0.8516262755102041,8.187259576237951e-4,0.00285001029577596,6.734283189395153e-4,150,50
30,gini,5,0.9380363086578192,0.9131722032850614,0.8513839285714285,7.306731785167848e-4,0.00256971206659009,4.963644312760441e-4,150,50
30,gini,7,0.9380354021653232,0.9131437943556272,0.8508545918367347,8.477178914637363e-4,0.0022621008111464,2.6430313501406993e-4,150,50
50,gini,1,0.9383102268707784,0.9154564044465044,0.8516517857142857,8.477964309735529e-4,0.00293240903445358,8.652106419332907e-4,150,50
50,gini,3,0.9382228755877972,0.9147518152458244,0.8510841836734694,8.331932371347971e-4,0.00262011704980297,5.978422595424853e-4,150,50
50,gini,5,0.9380230602465576,0.9141552093247952,0.8514795918367347,6.57950293216829e-4,0.00304740213304685,0.00162699438893258,150,50
50,gini,7,0.9378606273968636,0.9140756574132164,0.8510140306122449,7.264538463322253e-4,0.00224795222147919,0.00119491889980604,150,50
70,gini,1,0.938266076108736,0.9158939181672672,0.8515497448979592,7.696668633038375e-4,0.00217237228246177,3.954595917838753e-4,150,50
70,gini,3,0.937969636512357,0.9156041362390064,0.851906887755102,7.088023114080963e-4,0.00298596741504422,0.00123055338599216,150,50
70,gini,5,0.9379499321099094,0.915024561082452,0.8521301020408163,8.446301357046082e-4,0.0026738713765293,0.00130805887973399,150,50
70,gini,7,0.9377592713904526,0.9148370578541736,0.8519706632653061,8.839333143013717e-4,0.00298122136150654,5.579901584903468e-4,150,50
90,gini,1,0.9377182301880156,0.915479128167756,0.8518558673469387,8.056237302567877e-4,0.00311636069004506,0.00130006655209615,150,50
90,gini,3,0.9377536651791314,0.9158314163916484,0.8516581632653061,8.853283124345641e-4,0.00336121824135216,0.00121257355496374,150,50
90,gini,5,0.937770176083484,0.9156893754573456,0.8524808673469387,7.20989177341071e-4,0.00345376367583995,0.0011930027019874,150,50
90,gini,7,0.9375525827904452,0.9152859389241498,0.851875,7.96276962732777e-4,0.00267591367057961,0.00168965989890854,150,50
110,gini,1,0.9376098527073542,0.9155018690004864,0.8519961734693877,6.132781900315567e-4,0.0036145426358008,0.00169224563900705,150,50
110,gini,3,0.937527565762403,0.9158541510900752,0.8522130102040816,8.12509278637847e-4,0.00329905769582281,0.00201796840427023,150,50
110,gini,5,0.9374567410185536,0.9147518233172768,0.8526084183673469,7.896753530688146e-4,0.00284559294040664,0.00172951023413844,150,50
110,gini,7,0.937290354363578,0.9155245840045696,0.8516581632653062,6.774130156979309e-4,0.00277129846634736,0.00166458968573192,150,50
130,gini,1,0.9373680918330308,0.9163768987020188,0.8523341836734694,8.689666159445451e-4,0.00366509440599889,0.0017927328815701,150,50
130,gini,3,0.9371877581425816,0.91491093133759,0.8524426020408163,8.273320666867901e-4,0.00335430029823636,0.00135355914457838,150,50
130,gini,5,0.9373051716356692,0.9148654656536044,0.8522448979591837,7.539798037910755e-4,0.00346262042074022,0.00125817298935283,150,50
130,gini,7,0.9370529370008674,0.915007526282251,0.8518367346938776,6.456436776956389e-4,0.00419057711846933,0.0019386863483123,150,50
5,gini,1,0.9353207925769192,0.9249966209268278,0.8199107142857143,0.00142709393695221,0.00418539315081481,0.00237735992569827,150,70
5,gini,3,0.9351669828204028,0.9241784048870088,0.8210076530612245,0.00161568819225687,0.00322145245898027,0.00718492050529287,150,70
5,gini,5,0.9349579628543312,0.9218487516016204,0.8224489795918367,0.00150940760284844,0.00428449792560839,0.00362371753082824,150,70
5,gini,7,0.9347697052107994,0.922865824658891,0.8221811224489796,0.0017917042669968,0.0033612298833563,0.0024559368517881,150,70
10,gini,1,0.9383511291828625,0.9130415279242524,0.8488456632653061,7.775901592512933e-4,0.00362650937738794,0.00115224716443873,150,70
10,gini,3,0.9382979696117828,0.912569913608711,0.8485650510204081,0.00126791812207089,0.00348081778835366,0.00147064445887759,150,70
10,gini,5,0.9383535897829812,0.9128881057578382,0.8481122448979592,7.993583082251494e-4,0.00242044727817375,9.344254910275036e-4,150,70
10,gini,7,0.9382195265768676,0.913109725885229,0.8477168367346939,0.00107106839193782,0.00460799909846435,0.00139335259979566,150,70
30,gini,1,0.9384213834810786,0.9138938185687736,0.8507079081632652,0.0010075077442646,0.00205949197655823,5.212453250434499e-4,150,70
30,gini,3,0.9383687679080128,0.9138767821542824,0.8510522959183674,7.096199994503989e-4,0.00323336105873342,0.0015886375901889,150,70
30,gini,5,0.9381930080243446,0.9130699192579204,0.8521747448979592,5.681190955644714e-4,0.00241303673638251,0.00163957025778287,150,70
30,gini,7,0.9380620157404064,0.913206296454104,0.851454081632653,7.440701400202715e-4,0.00242784074124428,0.00123389543725264,150,70
50,gini,1,0.9383176872675628,0.9154734431210024,0.8510267857142857,7.348942210971294e-4,0.00233138790989248,7.899543730793696e-4,150,70
50,gini,3,0.9381233958392656,0.9145472697916092,0.8521875,9.290924183549224e-4,0.0035524615329258,7.581644884558921e-4,150,70
50,gini,5,0.9380209264706224,0.9142802144903228,0.8518239795918368,6.986984401787896e-4,0.00228592136862585,5.42747952278208e-4,150,70
50,gini,7,0.9379027201132388,0.9146552303097644,0.8518877551020408,6.993663991232773e-4,0.00294944370771863,0.00146603932406974,150,70
70,gini,1,0.9379608325797568,0.9159564233328956,0.8512308673469388,5.625723385083997e-4,0.00325031254740751,9.871307711020437e-4,150,70
70,gini,3,0.9380305460815744,0.91578028083524,0.8520216836734694,8.461658777838939e-4,0.00319862672524868,8.893197052878369e-4,150,70
70,gini,5,0.9377195403833742,0.915473449255306,0.8521492346938776,7.240443116493183e-4,0.00298342200818632,0.0010222997454637,150,70
70,gini,7,0.937694382228806,0.914888192764866,0.8519323979591836,6.720705816799294e-4,0.002919729791679,8.916035295550269e-4,150,70
90,gini,1,0.9377339657971736,0.9157916452787304,0.851670918367347,5.103060866734184e-4,0.00323340502514595,0.00100297001747081,150,70
90,gini,3,0.9377480284923868,0.9155643643189432,0.8518494897959183,6.710212091857531e-4,0.00340738586088211,0.00109885592730313,150,70
90,gini,5,0.9377282632135758,0.9152916188051738,0.8521938775510204,8.780851621589911e-4,0.00296839476353852,0.00119257646212884,150,70
90,gini,7,0.9374936541656976,0.9154677698585691,0.8517410714285715,9.703335129824774e-4,0.00344303854885835,7.803058122032034e-4,150,70
110,gini,1,0.937466552622399,0.9160416601297992,0.8517538265306123,6.832426009247471e-4,0.0031120245262673,0.00178015374228122,150,70
110,gini,3,0.9374845207175349,0.9153029879301068,0.8526339285714286,8.911600324263168e-4,0.003179700554516,9.450295472739458e-4,150,70
110,gini,5,0.9372530550932382,0.915365495032884,0.851811224489796,6.51681675143804e-4,0.00335565867619453,0.001802913482666,150,70
110,gini,7,0.9370651678085322,0.9150813828156174,0.8521938775510204,7.246768359392863e-4,0.00264956828572288,0.00130494574655324,150,70
130,gini,1,0.9371628727330132,0.9157802860009694,0.8515816326530612,6.483229709933924e-4,0.00400702198028513,0.00163944621706112,150,70
130,gini,3,0.937094427029524,0.9150472986866016,0.8522640306122449,0.00100635009272339,0.00350279660040036,0.0015897573066982,150,70
130,gini,5,0.9370657813998412,0.9146495489758788,0.8524681122448979,0.00100797096476878,0.00377781352125661,0.00159623617343642,150,70
130,gini,7,0.93698803877673,0.9149677495193164,0.8523086734693878,8.40952292987281e-4,0.00319030267600412,0.00169764490497762,150,70
150,gini,1,0.9369376463358812,0.91584278745373,0.8514732142857143,7.415940040308841e-4,0.00394661000449286,0.00176010587385005,150,70
150,gini,3,0.9371113735667744,0.9147972851269652,0.8526147959183673,8.208512583158466e-4,0.00367758240358895,0.00144113603807101,150,70
150,gini,5,0.9368391181838136,0.9142574878633486,0.8524234693877552,9.425935095305606e-4,0.00375515743225289,0.00197446754852201,150,70
150,gini,7,0.9368003298424076,0.9143768076592644,0.8518749999999999,0.0010162821888009,0.00378810057289555,0.00196794215574357,150,70
5,gini,1,0.9354034481659784,0.9253091444949642,0.8210012755102041,0.00152635800049753,0.00452135777867789,0.00549518640700194,150,90
5,gini,3,0.9354052957580046,0.9233033721183246,0.8243176020408163,0.00161410758081356,0.00536757318352529,0.00224685385574204,150,90
5,gini,5,0.9351425484040248,0.9234169652187928,0.8229591836734694,0.00148794945318486,0.00338017981749194,0.00533974717552054,150,90
5,gini,7,0.934473235195469,0.924064748506354,0.8199170918367347,0.0016163583623319,0.00262638550135883,0.00621339270134696,150,90
10,gini,1,0.9385149559906216,0.9138370162070938,0.8477869897959184,8.548571644932283e-4,0.00372897860049656,0.00163042812162879,150,90
10,gini,3,0.9386355485829816,0.913069931849386,0.8476785714285714,9.154889344523636e-4,0.00372400520722015,9.837256163934102e-4,150,90
10,gini,5,0.9383044546241818,0.9118596521141724,0.8488010204081633,8.058377742292584e-4,0.00366967025149459,0.00148622255222766,150,90
10,gini,7,0.9383192327945056,0.9123823987575412,0.8484566326530613,0.00117749427941172,0.00383187610858403,0.00190322087029396,150,90
30,gini,1,0.9383229679994338,0.9142574743033086,0.8505676020408163,5.870127273894659e-4,0.00189860068757721,0.00101099774275714,150,90
30,gini,3,0.9383219477163796,0.9132631152815466,0.8518877551020408,0.00102660729115792,0.00229496410288708,0.00102125483050592,150,90
30,gini,5,0.938191143550356,0.9122176131162107,0.8517665816326531,6.079804700167196e-4,0.00232018095210178,8.981371758020495e-4,150,90
