,ID,URL,Completo,Valid,Online
25,1234421,http://data.coremetrics.com/cm?tid=6&ci=90010394&vn2=e4.0&st=1310641653097&vn1=4.2.7.1BOA&ec=utf-8&pi=MHE%3AMkt%3AMortgage%3AFTHB%3BConnectWithUs&cg=MHE%3AMkt%3AMortgage%3AFTHB&rnd=1310646952122&pc=Y&jv=1.5&je=y&ce=true&cp=x86&sw=1024&sh=768&pd=32&fs=y&tz=4&ul=http%3A//myhome.bankofamerica.com/%3FsubCampCode%3D90567%26dmcode%3D18099357399%26cm_mmc%3DCRE-SD1-_-MSN-PS-_-ME04LT19HW_mortgage%2520broker-_-PS_T1_USM_ST_Flight_061611_120_357399%23/connect&cvdone=p&cmig=y,0.0,INVALID,Offline
26,1234337,http://url.sc/index.php?e=http_error&return=http%3A%2F%2Furl.sc%2Fbrowse.php%3Fu%3DOi8vcGFnZXMuZWJheS5jb20vY292ZXJhZ2UvaW5kZXguaHRtbA%3DMessage-ID%3A%26idx%3D15&p=YTozOntpOjA7czozOiI0MDQiO2k6MTtzOjk6Ik5vdCBGb3VuZCI7aToyO3M6NjI6IkEgNDA0IGVycm9yIG9jY3VycyB3aGVuIHRoZSByZXF1ZXN0ZWQgcmVzb3VyY2UgZG9lcyBub3QgZXhpc3QuIjt9,0.0,INVALID,Offline
27,1234336,http://url.sc/ip-15/encoded/Oi8vcGFnZXMuZWJheS5jb20vY292ZXJhZ2UvaW5kZXguaHRtbA=Message-ID:,0.0,INVALID,Offline
28,1234281,http://www.kodakphotoslideshow.com/zSEawT0fxnUkynEaJTUeyX4qy795/,0.0,INVALID,Offline
29,1234275,http://www.usmilitariaforum.com/forums/index.php?act=attach&type=post&id=411306,0.0,INVALID,Offline
30,1234268,http://www.1mp.cx.cc,1.0,INVALID,Offline
31,1234173,http://allaboutrihanna.ucoz.com/,1.0,INVALID,Offline
32,1234170,http://lnk.co/G2D09,1.0,INVALID,Offline
33,1234056,http://www.porn.com,1.0,INVALID,Offline
34,1234055,http://www.fuck.com,1.0,INVALID,Offline
35,1234021,http://www.philippe-comoy.com/friends.page.php?ymyahoo=76se4,0.0,INVALID,Offline
36,1233975,http://tribunaldejustica.org/proposta/proposta.php,0.0,INVALID,Offline
37,1233752,http://www.habrockz.com,1.0,INVALID,Offline
38,1233751,http://www.habrockz.com/index,1.0,INVALID,Offline
39,1233749,http://216.24.201.176,1.0,INVALID,Offline
40,1233748,http://hybridhotel.info,1.0,INVALID,Offline
41,1233743,http://habbo.gg,1.0,INVALID,Offline
42,1233707,http://fotogalerias.ru/videos/chavez.avi,1.0,INVALID,Offline
43,1233691,http://armyproxy.com/ip-11/encoded/czovL3NpZ25pbi5lYmF5LmNvLnVrL3dzL2VCYXlJU0FQSS5kbGw_U2lnbkluJnJ1PWh0dHAlM0ElMkYlMkZvZmZlci5lYmF5LmNvLnVrJTNBODAlMkZ3cyUyRmVCYXlJU0FQSS5kbGwlM0ZNYWtlQmlkJTI2X3Rya3NpZCUzRHA0MzQwLmwxMzU2JTI2aXRlbSUzRDI2MDgxNDQyMTU0MiUyNnB0JTNEVUtfQ29sbGVjdGFibGVzX1RvYmFjY2lhbmFfU21va2luZ19MRSUyNmZyb21QYWdlJTNENDM0MCUyNmZiJTNEMiUyNk1ha2VCaWQlM0QlMjZCaWRCaW5JbmZvJTNEJTI1M0NiaWRJbmZvJTI1M0UlMjUzQ0lEJTI1M0UyNjA4MTQ0MjE1NDIlMjUzQyUyNTJGSUQlMjUzRSUyNTNDTUIlMjUzRSUyNTNDJTI1MkZNQiUyNTNFJTI1M0NRVFklMjUzRSUyNTNDJTI1MkZRVFklMjUzRSUyNTNDJTI1MkZiaWRJbmZvJTI1M0UmcGFnZVR5cGU9MjE0MiZvbmVwYWdlcmVnPTEmaXRlbT0yNjA4MTQ0MjE1NDImSUN1cmw9JklDdGl0bGU9U2FpbG9yK0plcnJ5K0xpbWl0ZWQrRWRpdGlvbitMaWdodGVyKyUyNit4NitaaXBwbytGbGludHMmSUNkYXRlTWVkaXVtPTE0LUp1bC0xMSZJQ3RpbWVMb25nPTE5JTNBNDclM0ExMCtCU1Q%3D,0.0,INVALID,Offline
44,1233690,http://armyproxy.com/ip-11/encoded/Oi8vb2ZmZXIuZWJheS5jby51ay93cy9lQmF5SVNBUEkuZGxsP01ha2VCaWQmYW1wO190cmtzaWQ9cDQzNDAubDEzNTYmYW1wO2l0ZW09MjYwODE0NDIxNTQyJmFtcDtwdD1VS19Db2xsZWN0YWJsZXNfVG9iYWNjaWFuYV9TbW9raW5nX0xFJmFtcDtmcm9tUGFnZT00MzQwJmFtcDtmYj0y,0.0,INVALID,Offline
45,1233641,https://myaccount.pch.com/Login/Index?paymentSourceId=11&custId=019,0.0,INVALID,Offline
46,1233204,http://www.santander.co.uk/csgs/StaticBS?blobcol=urldata&blobheader=ima,0.0,INVALID,Offline
47,1233174,http://jaedelan.com/cgi-sys/suspendedpage.cgi,1.0,INVALID,Offline
48,1233172,http://prilosecnexiumlegalad.com/index.php?CID=31565&AFID=91368&SID=DIGIAE&DID=132223,0.0,INVALID,Offline
49,1233171,http://improveyoursettlement.com/L2wucGhwPzExNjIzNCYxMDQ3MzY5MjMmc2JqaWQ9OTY1Nw?CID=31565&AFID=91368&DID=132223&SID=DIGIAE,0.0,INVALID,Offline
50,1233153,http://www.halifax.co.,1.0,INVALID,Offline
51,1233102,http://antir.tvsite.de/,1.0,INVALID,Offline
52,1233100,http://www.crazy-sales.net/pricing,1.0,INVALID,Offline
53,1233099,http://www.crazy-sales.net/,1.0,INVALID,Offline
54,1233056,https://sealinfo.verisign.com/splash?form_file=fdf/splash.fdf&dn=HOMEBANKING.CARIPARMA.IT&lang=it,0.0,INVALID,Offline
55,1233054,https://seal.verisign.com/splash?form_file=fdf/splash.fdf&dn=HOMEBANKING.CARIPARMA.IT&lang=it,0.0,INVALID,Offline
56,1233018,http://2011dailycashsystem.cz.cc/,1.0,INVALID,Offline
57,1233000,http://anonymous.zcat.us/index.php?retry=uggc%3A%2F%2Fuggc%3A%2Fptv.ronl.pbz%2FYbghf-Rfcevg-Fhaornz-Ryvgr-Rpyng-Jngrechzc-bireunhy-xvg-%2F270769983843%3Fcg%3DHX_PnefCnegf_Iruvpyrf_PneCnegf_FZ&error=0:+Success+(URL:+http),0.0,INVALID,Offline
58,1232999,http://anonymous.zcat.us/index.php?q=uggc:/ptv.ronl.pbz/Ybghf-Rfcevg-Fhaornz-Ryvgr-Rpyng-Jngrechzc-bireunhy-xvg-/270769983843?cg=HX_PnefCnegf_Iruvpyrf_PneCnegf_FZ&unfu=vgrz3s0o261163&hl=1011111110,0.0,INVALID,Offline
59,1232998,http://www.sau4.org,1.0,INVALID,Offline
60,1232997,http://sau4.org,1.0,INVALID,Offline
61,1232972,http://buzurl.com/ai72,1.0,INVALID,Offline
62,1232966,http://1morethingtoremember.webs.com,1.0,INVALID,Offline
63,1232806,http://jobowzw.tumblr.com/CLbeP,1.0,INVALID,Offline
64,1232721,http://survey.ondemandresearch.com/Rdpx261dd8652?chad=3949_400660&rid=451430709&sud=19255174,0.0,INVALID,Offline
65,1232720,http://mediaframework.info/cgi-bin/redir1.cgi?eid=1194843743&cid=19255174&,0.0,INVALID,Offline
66,1232687,http://www.linkedin.com/blink?msgID=I109564286_120&redirect64=6lColZJrmZznQNdhjRQnOpBtn9QfmhBt71BoSd1p65Lr6lOfP0OclYSe38QdzkVc359bSd7d3tddDx4bPAUc34TcjkNdjcLrCBxbOYWrSlI&trk=EML_comm_afe,0.0,INVALID,Offline
67,1232686,http://www.linkedin.com/e/-rukfuf-gq19mg66-23/XZQ793rZDXOIbY3muPApw7maqIUKfDf/blk/I109564286_120/6lColZJrmZznQNdhjRQnOpBtn9QfmhBt71BoSd1p65Lr6lOfP0OclYSe38QdzkVc359bSd7d3tddDx4bPAUc34TcjkNdjcLrCBxbOYWrSlI/EML_comm_afe/,0.0,INVALID,Offline
68,1232537,http://newschan42.com/biz/?s=1000,1.0,INVALID,Offline
69,1232536,http://financialerzv.tumblr.com/ZMvPQ,1.0,INVALID,Offline
70,1232497,http://verizon.com,1.0,INVALID,Offline
71,1232495,http://www.farmville.com,1.0,INVALID,Offline
72,1232490,http://www.cbs.com,1.0,INVALID,Offline
73,1232418,http://www.lespaceimage.fr/redirect.php?cliente=nelsontk,0.0,INVALID,Offline
74,1232383,http://201.55.240.10/bob/link/bobw02hn_home.aspx?secao_id=5,0.0,INVALID,Offline
75,1232382,http://201.55.240.10/bob/link/bobw03hn_home.aspx?secao_id=16,0.0,INVALID,Offline
76,1232380,http://201.55.240.10/bob/link/bobw04hn_home.aspx?secao_id=4,0.0,INVALID,Offline
77,1232368,http://www.paueducation.com/content/administrator/components/com_babackup/backups/deposito172914.exe,0.0,INVALID,Offline
78,1232272,http://qip.ru/i/photo/RUwild.jpg?t=1310371623,1.0,INVALID,Offline
79,1232271,http://qip.ru/i/photo/RUrealty.jpg?t=1310371624,0.0,INVALID,Offline
80,1232270,http://qip.ru/i/photo/RUrbc.jpg?t=1310371741,1.0,INVALID,Offline
81,1232268,http://qip.ru/i/photo/RUfilm.jpg?t=1310371621,1.0,INVALID,Offline
82,1232267,http://qip.ru/i/photo/RUedu.jpg?t=1310371621,1.0,INVALID,Offline
83,1232266,http://qip.ru/i/photo/RUauto.jpg?t=1310371201,1.0,INVALID,Offline
84,1232265,http://qip.ru/i/photo/creep_0.jpg?t=1310371204,0.0,INVALID,Offline
85,1232254,http://250.eu/ip-20/encoded/czovL3NpZ25pbi5lYmF5LmRlL3dzL2VCYXlJU0FQSS5kbGw_U2lnbkluJnJ1PWh0dHAlM0ElMkYlMkZvZmZlci5lYmF5LmRlJTNBODAlMkZ3cyUyRmVCYXlJU0FQSS5kbGwlM0ZNYWtlQmlkJTI2X3Rya3NpZCUzRHA0MzQwLmwxMzU2JTI2bkxzdFR4dCUzRE5hbWUlMkJmJTI1QzMlMjU4MyUyNUMyJTI1QkNyJTJCTGlzdGUlMkJlaW5nZWJlbiUyNml0ZW0lM0QxNjA2MTg0NjA3MzclMjZwdCUzRExIX0RlZmF1bHREb21haW5fNzclMjZjb3VudHJ5JTNENzclMjZoaWRkZW5UZXh0JTNEJTI2QmlkQmluSW5mbyUzRCUyNTNDYmlkSW5mbyUyNTNFJTI1M0NJRCUyNTNFMTYwNjE4NDYwNzM3JTI1M0MlMjUyRklEJTI1M0UlMjUzQ01CJTI1M0U1MiUyNTJDMSUyNTNDJTI1MkZNQiUyNTNFJTI1M0NRVFklMjUzRSUyNTNDJTI1MkZRVFklMjUzRSUyNTNDJTI1MkZiaWRJbmZvJTI1M0UlMjUwMyUyNTFFJTI1QzIlMjVCMiUyNUMzJTI1ODYlMjVDMiUyNUEwJTI1N0IlMjVDMyUyNUEyJTI1MDMlMjZmcm9tUGFnZSUzRDQzNDAlMjZtYXhiaWQlM0Q1MiUyNTJDMSUyNmZiJTNEMiUyNnppcENvZGUlM0QlMjZCaWRCaW5JbmZvJTNEJTI1M0NiaWRJbmZvJTI1M0UlMjUzQ0lEJTI1M0UxNjA2MTg0NjA3MzclMjUzQyUyNTJGSUQlMjUzRSUyNTNDTUIlMjUzRTUyJTI1MkMxJTI1M0MlMjUyRk1CJTI1M0UlMjUzQ1FUWSUyNTNFJTI1M0MlMjUyRlFUWSUyNTNFJTI1M0MlMjUyRmJpZEluZm8lMjUzRSZwYWdlVHlwZT0yMTQyJm9uZXBhZ2VyZWc9MSZpdGVtPTE2MDYxODQ2MDczNyZJQ3VybD1odHRwcyUzQSUyRiUyRnNlY3VyZXRodW1icy5lYmF5LmNvbSUyRnBpY3QlMkYxNjA2MTg0NjA3Mzc4MDgwLmpwZyZJQ3RpdGxlPVlBQ0NVK1JPVCtSb2xseStCZWFjaCtDYW1waW5nK1N0cmFuZHdhZ2VuK1dvaG53YWdlbitORVUmSUNkYXRlTWVkaXVtPTE0LjA3LjExJklDdGltZUxvbmc9MjElM0EzMCUzQTIwK01FU1o%3D,0.0,INVALID,Offline
86,1232253,http://250.eu/ip-20/encoded/Oi8vb2ZmZXIuZWJheS5kZTo4MC93cy9lQmF5SVNBUEkuZGxsP01ha2VCaWQmX3Rya3NpZD1wNDM0MC5sMTM1NiZuTHN0VHh0PU5hbWUrZiVDMyVCQ3IrTGlzdGUrZWluZ2ViZW4maXRlbT0xNjA2MTg0NjA3MzcmcHQ9TEhfRGVmYXVsdERvbWFpbl83NyZjb3VudHJ5PTc3JmhpZGRlblRleHQ9Jm1heGJpZD01MiUyQzEmZnJvbVBhZ2U9NDM0MCZmYj0yJnppcENvZGU9Jk1ha2VCaWQ9JkJpZEJpbkluZm89JTNDYmlkSW5mbyUzRSUzQ0lEJTNFMTYwNjE4NDYwNzM3JTNDJTJGSUQlM0UlM0NNQiUzRTUyJTJDMSUzQyUyRk1CJTNFJTNDUVRZJTNFJTNDJTJGUVRZJTNFJTNDJTJGYmlkSW5mbyUzRQ=Message-ID:,0.0,INVALID,Offline
87,1232211,http://www.surfagain.com/browse.php/czov/L3N/pZ25pb/i5lYmF5LmRlL3dzL2VC/YXl/JU0FQ/S/S/5kbGw_2FU2lnbkl/uJnJ1/PWh0dHAlM0ElMkYlMk/Z3d3cuc3VyZm/FnYWluLmNv/bSUyRmJyb3d/zZS5/waHAlMkZPaTh2ZDNkM0xtVmlZJT/JGWGt1WkdVXzNEJT/JGY/jAlMkY_3D/b0/,0.0,INVALID,Offline
88,1232199,http://www.surfagain.com/browse.php/Oi8vb2ZmZXIuZWJheS5mci93cy/9lQmF5/SVNBUEkuZ/GxsP0JpbkNvbmZpcm0m/aXRlbT0xMzA/1MzIzMjI5NzQmcHQ9/RlJfTW9i/aWxlc19QREFzX0F1dHJl/cyY/m/ZmI9M/SZmcm9tcGFnZT00MzQwJnJldj0wJkJpZEJpbkluZm89JT/NDYmlkSW5mbyUzRSUzQ0lEJTNF/MTMwNT/MyMzI/yOTc0JTNDJ/TJGSUQlM0U/lM0N/NQiUzRSU/zQ/yUyRk1CJT/NF/JTNDUVRZJTNFJT/NDJTJ/GUVRZJ/TN/FJTNDJTJGYmlkSW5mbyUzRQ/_3D_3/D/b0/,0.0,INVALID,Offline
89,1232197,http://www.surfagain.com/browse.php/czovL3NpZ/25pbi5lYm/F5LmZyL3d/zL2VCYXlJ/U0FQSS5kb/Gw_2FU2ln/bkluJnJ1P/Wh0dHAlM0/ElMkYlMkZ/vZmZlci5l/YmF5LmZyJ/TNBODAlMk/Z3cyUyRmV/CYXlJU0FQ/SS5kbGwlM/0ZCaW5Db2/5maXJtJTI/2cmV2JTNE/MCUyNml0Z/W0lM0QxMz/A1MzIzMjI/5NzQlMjZw/dCUzREZSX/01vYmlsZX/NfUERBc19/BdXRyZXMl/MjZCaWRCa/W5JbmZvJT/NEJTI1M0N/iaWRJbmZv/JTI1M0UlM/jUzQ0lEJT/I1M0UxMzA/1MzIzMjI5/NzQlMjUzQ/yUyNTJGSU/QlMjUzRSU/yNTNDTUIl/MjUzRSUyN/TNDJTI1Mk/ZNQiUyNTN/FJTI1M0NR/VFklMjUzR/SUyNTNDJT/I1MkZRVFk/lMjUzRSUy/NTNDJTI1M/kZiaWRJbm/ZvJTI1M0U/lMjZmcm9t/cGFnZSUzR/DQzNDAlMj/ZCaW5Db25/maXJtJTNE/JTI2ZmIlM/0QxJTI2Qm/lkQmluSW5/mbyUzRCUy/NTNDYmlkS/W5mbyUyNT/NFJTI1M0N/JRCUyNTNF/MTMwNTMyM/zIyOTc0JT/I1M0MlMjU/yRklEJTI1/M0UlMjUzQ/01CJTI1M0/UlMjUzQyU/yNTJGTUIl/MjUzRSUyN/TNDUVRZJT/I1M0UlMjU/zQyUyNTJG/UVRZJTI1M/0UlMjUzQy/UyNTJGYml/kSW5mbyUy/NTNFJnBhZ/2VUeXBlPT/IxNDMmb25/lcGFnZXJl/Zz0xJml0Z/W09MTMwNT/MyMzIyOTc/0JklDdXJs/PWh0dHBzJ/TNBJTJGJT/JGc2VjdXJ/laW1nLmVi/YXlpbWcuY/29tJ,0.0,INVALID,Offline
90,1232166,http://www.smartphonebuy.com/ebay/API/production/test2.php,0.0,INVALID,Offline
91,1232163,http://www.freelotto.com/register.asp?skin=6115B2&noepu=1&partner=1061619&affiliateid=100004,0.0,INVALID,Offline
92,1232156,http://www.pokemon.com,1.0,INVALID,Offline
93,1232155,http://www.disney.com,1.0,INVALID,Offline
94,1232154,http://www.nintendo.com/countryselector,1.0,INVALID,Offline
95,1232153,http://www.nintendo.com,1.0,INVALID,Offline
96,1232152,http://www.imvu.com,1.0,INVALID,Offline
97,1232041,http://213.229.108.69/~duamp3/ins-online.us/index.html,0.0,INVALID,Offline
98,1231984,http://www.andyplumbing.net/Andy_Green_Plumbing_Solutions/Index.html,0.0,INVALID,Offline
99,1231889,http://link.zip.net/unavaliable.html,1.0,INVALID,Offline
100,1231884,http://twitter.com/i/a23f8a79b752ed0374f7536fad8e88c38847a1eb?iid=am-136815635413102405486875801&nid=9+invitation&uid=69595928,0.0,INVALID,Offline
101,1231828,http://galeriacadaques.com/experimentally.html,0.0,INVALID,Offline
102,1231765,http://www.cellfservices.com/,1.0,INVALID,Offline
103,1231745,http://www.citizenbank.com,1.0,INVALID,Offline
104,1231661,http://www.stat-enreg-3.com/out/clc.php?u=65591&b=K&c=74926&l=228133&m=206-2856b,0.0,INVALID,Offline
105,1231498,http://www.surfagain.com/browse.php/czovL3NpZ25/pbi5lYmF5Lm/ZyL3dzL2VCY/XlJU0FQSS5k/bGw_2FU2lnb/kluJmVycm1z/Zz04JnBVc2V/ySWQ9bWFyZ2/90cG9tcG9uJ/mNvX3BhcnRu/ZXJJZD0yJnN/pdGVpZD03MS/ZwYWdlVHlwZ/T0zOTg0JnBh/MT0maTE9LTE/mVXNpbmdTU0/w9MSZrPTEmY/nNob3dnaWY9/MCZmYXZvcml/0ZW5hdj0mcn/U9aHR0cCUzQ/SUyRiUyRm15/LmViYXkuZnI/lMkZ3cyUyRm/VCYXlJU0FQS/S5kbGwlM0ZN/eUViYXlCZXR/hJTI2TXlFYm/F5JTNEJTI2Q/3VycmVudFBh/Z2UlM0RNeWV/CYXlTdW1tYX/J5JTI2c3NQY/WdlTmFtZSUz/RFNUUkslMjU/zQU1FJTI1M0/FMTkxLJTI2Z/2JoJTNEMSUy/Nmd1ZXN0JTN/EMSZwcD,0.0,INVALID,Offline
106,1231446,http://livedoor-translate.naver.jp/site/getOriginalResult/deen/http%3A%2F%2Fcgi.ebay.de%2Fws%2FeBayISAPI.dll%3FViewItem%26item%3D230645487085%26fromMakeTrack%3Dtrue%26ssPageName%3DVIP%3Awatchlink%3Atop%3Ade,0.0,INVALID,Offline
107,1231441,http://livedoor-translate.naver.jp/site/getOriginalResult/deen/http:/cgi.ebay.de/ws/eBayISAPI.dll?ViewItem&item=230645487085&fromMakeTrack=true&ssPageName=VIP:watchlink:top:de,0.0,INVALID,Offline
108,1231429,http://250.eu/ip-17/encoded/czovL3NpZ25pbi5lYmF5LmRlL3dzL2VCYXlJU0FQSS5kbGw_U2lnbkluJnJ1PWh0dHAlM0ElMkYlMkZvZmZlci5lYmF5LmRlJTNBODAlMkZ3cyUyRmVCYXlJU0FQSS5kbGwlM0ZNYWtlQmlkJTI2X3Rya3NpZCUzRHA0MzQwLmwxMzU2JTI2aXRlbSUzRDE2MDYxNjgxMDMwNiUyNmZyb21QYWdlJTNENDM0MCUyNmZiJTNEMiUyNk1ha2VCaWQlM0QlMjZCaWRCaW5JbmZvJTNEJTI1M0NiaWRJbmZvJTI1M0UlMjUzQ0lEJTI1M0UxNjA2MTY4MTAzMDYlMjUzQyUyNTJGSUQlMjUzRSUyNTNDTUIlMjUzRSUyNTNDJTI1MkZNQiUyNTNFJTI1M0NRVFklMjUzRSUyNTNDJTI1MkZRVFklMjUzRSUyNTNDJTI1MkZiaWRJbmZvJTI1M0UmcGFnZVR5cGU9MjE0MiZvbmVwYWdlcmVnPTEmaXRlbT0xNjA2MTY4MTAzMDYmSUN1cmw9aHR0cHMlM0ElMkYlMkZzZWN1cmV0aHVtYnMuZWJheS5jb20lMkZwaWN0JTJGMTYwNjE2ODEwMzA2ODA4MC5qcGcmSUN0aXRsZT1ZQUNDVStST1QrUm9sbHkrQmVhY2grQ2FtcGluZytTdHJhbmR3YWdlbitXb2hud2FnZW4rTkVVJklDZGF0ZU1lZGl1bT0xMS4wNy4xMSZJQ3RpbWVMb25nPTIwJTNBMjklM0E0NytNRVNa,0.0,INVALID,Offline
109,1231428,http://250.eu/ip-17/encoded/Oi8vb2ZmZXIuZWJheS5kZS93cy9lQmF5SVNBUEkuZGxsP01ha2VCaWQmYW1wO190cmtzaWQ9cDQzNDAubDEzNTYmYW1wO2l0ZW09MTYwNjE2ODEwMzA2JmFtcDtmcm9tUGFnZT00MzQwJmFtcDtmYj0y,0.0,INVALID,Offline
110,1231383,http://livedoor-translate.naver.jp/site/getOriginalResult/deen/http%253A%252F%252Fcgi.ebay.de%252Fws%252FeBayISAPI.dll%253FViewItem%2526item%253D230645487085%2526fromMakeTrack%253Dtrue%2526ssPageName%253DVIP%253Awatchlink%253Atop%253Ade,0.0,INVALID,Offline
111,1231381,http://livedoor-translate.naver.jp/site/getTransResult/deen/http%253A%252F%252Fcgi.ebay.de%252Fws%252FeBayISAPI.dll%253FViewItem%2526item%253D230645487085%2526fromMakeTrack%253Dtrue%2526ssPageName%253DVIP%253Awatchlink%253Atop%253Ade,0.0,INVALID,Offline
112,1231288,http://www.mediafire.com/?4bha216f747pc7j,1.0,INVALID,Offline
113,1231273,http://softsalesmarketing.com/,1.0,INVALID,Offline
114,1231167,http://refreshfoyoubrowsernow.info,1.0,INVALID,Offline
115,1231142,http://runescapesr.com/index.php,1.0,INVALID,Offline
116,1231096,http://icones.ddns.me/,1.0,INVALID,Offline
117,1231074,http://bit.ly/r7IKBw,1.0,INVALID,Offline
118,1230961,http://www.alertize.com/web_cache/61150948?key=afc2b4ac99e202eedf3e0d54eb6cc1a6fab40e05&lang=fr&ts=1310300135&user_credentials=XLdX3IwRKvzJPmfJPQ_-,0.0,INVALID,Offline
119,1230960,http://fr.alerti.com/alerts/4868/entries/61150948/web_cache?user_credentials=XLdX3IwRKvzJPmfJPQ_-,0.0,INVALID,Offline
120,1230946,http://www.alertize.com/web_cache/61150948?key=c0320323593681666b7b3f86dc9d1c06e53b268b&lang=fr&ts=1310297180&user_credentials=XLdX3IwRKvzJPmfJPQ_-,0.0,INVALID,Offline
121,1230945,http://www.alertize.com/web_cache/61150948?filter=sent&key=12419581090c57edfb0388f367a1526a1e22a29d&lang=fr&ts=1310296142&user_credentials=XLdX3IwRKvzJPmfJPQ_-,0.0,INVALID,Offline
122,1230935,http://runescapeddoser2011.tk/,1.0,INVALID,Offline
123,1230922,http://www.youtube.com/watch?v=KYJFBCXBGvU&feature=youtu.be,0.0,INVALID,Offline
124,1230921,http://youtu.be/KYJFBCXBGvU,1.0,INVALID,Offline
125,1230918,http://ubus.my/iframe.php?url=http:/cgi.ebay.com.my/Hot-Toys-Jill-Valentine-Head-Sculpt-Resident-Evil-1-6-/320714390280,0.0,INVALID,Offline
126,1230909,http://2.hidemyass.com/ip-12/encoded/Oi8vcGFnZXMuZWJheS5jb20vbWVzc2FnZXMvcGFnZV9ub3RfcmVzcG9uZGluZy5odG1sP2VCYXlFcnJvckV2ZW50TmFtZT1wNHBmYW4lNjBqdGI5JTNGdiU3Ri5ydWRkbDY3MC0yMDExLjA3LjEwLjAxLjIyLjIyLjg2Mi5NU1Q%3D,0.0,INVALID,Offline
127,1230908,http://2.hidemyass.com/ip-12/encoded/czovL3NjZ2kuZWJheS5jb20vd3MvZUJheUlTQVBJLmRsbD9SZWdpc3RlckVudGVySW5mbw=Message-ID:,0.0,INVALID,Offline
128,1230904,http://2.hidemyass.com/ip-4/encoded/Oi8vcGFnZXMuZWJheS5jb20vbWVzc2FnZXMvcGFnZV9ub3RfcmVzcG9uZGluZy5odG1sP2VCYXlFcnJvckV2ZW50TmFtZT1wNHBmYW4lNjBqdGI5JTNGdW0ucm43NyUyOCUzRjIxcmU0Ny0yMDExLjA3LjEwLjAwLjU0LjI2LjA4OC5NU1Q%3D,0.0,INVALID,Offline
129,1230903,http://2.hidemyass.com/ip-4/encoded/czovL3NjZ2kuZWJheS5jb20vd3MvZUJheUlTQVBJLmRsbD9SZWdpc3RlckVudGVySW5mbw=Message-ID:,0.0,INVALID,Offline
130,1230897,http://www.loband.org/loband/filter/es/ebay/my/,0.0,INVALID,Offline
131,1230875,http://18.xg4ken.com/media/redir.php?prof=134&camp=8291&affcode=kw105114&inhURL=&cid=194175631&mType=e&queryStr=about,0.0,INVALID,Offline
132,1230726,http://news.bbc.co.uk/2/hi/africa/7380412.stm,1.0,INVALID,Offline
133,1230611,https://us.battle.net/account/email/confirm.xml?ticket=DF35E52E6784168ECA3FA248899C6CC70E7C4CECF92B705F2EA3C4215F76236CC96DAFB38E1E3F5218DB80898834128B,0.0,INVALID,Offline
134,1230491,http://sid4u.com/,1.0,INVALID,Offline
135,1230490,http://www.sid4u.com,1.0,INVALID,Offline
136,1230392,http://www.control-corp.com/,1.0,INVALID,Offline
137,1230389,http://www.linkedin.com/blink?msgID=I107703747_120&redirect64=6lColZJrmZznQNdhjRQnOpBtn9QfmhBt71BoSd1p65Lr6lOfP0OclYTd3sPc3sTc359bQJck3BDu6dgbP4Mcz4MejwTd3cLrCBxbOYWrSlI&trk=EML_comm_afe,0.0,INVALID,Offline
